Internet,Radio,TV,Sales
3072,19471,1294,291179
19725,15589,2574,310049
16932,14524,13336,327319
3088,13592,17974,317849
5997,8503,4313,281463
3320,12504,6245,276613
2152,1960,10737,256664
17181,13138,13634,328683
12277,8964,13552,322964
9180,13232,7167,302112
8499,11229,15265,325067
5298,2628,4444,266556
15383,15628,15149,334327
6605,12443,10433,301795
8062,15511,8610,305376
1926,13376,2631,262343
3816,14680,2233,283596
15871,11513,7924,309899
13843,17339,9433,315551
15139,8814,1945,300921
6338,6131,7164,283039
14756,3690,13792,326591
19080,2332,9872,315457
7949,15042,5406,300336
1709,14429,8291,265946
9427,7303,13448,315943
15439,10380,11610,319391
14998,13102,15096,333954
13940,3436,11205,313084
7894,9234,3730,288996
19205,19658,6624,312892
12248,18804,7149,312583
2148,8330,15192,286903
11201,8719,6530,298968
8367,14171,17103,335913
15830,18125,13075,326295
10684,9732,10628,309371
14532,5044,9853,309801
7316,3804,6056,280624
6126,12631,5447,290848
12933,11819,16344,338335
11412,17729,11830,320273
5018,8732,14451,306615
12198,14826,9486,312626
14824,3826,8830,306171
3986,16141,16608,319093
10559,3607,8381,296009
12139,12753,19104,353562
4670,19963,17435,330054
1858,19710,12630,288325
13051,6220,13880,324768
5793,16893,14020,316483
13285,7165,2962,296470
9392,8119,4105,291227
7181,15487,10921,308685
8102,17708,15778,330652
4835,12389,9629,292330
9213,18919,1124,311334
12310,17699,18072,347218
3821,6302,15384,301614
5802,1790,10613,284967
4969,17790,12634,309337
18784,9891,6064,307703
16001,15161,8454,313142
17950,13137,2882,307595
19004,3952,17079,351536
8581,11649,5019,295891
5641,10351,9556,292750
3914,11559,17037,316711
16189,5496,19443,363303
2766,13918,15544,302378
5795,15362,1793,295044
12068,5683,7851,300036
6764,15645,5373,298331
1261,4097,3354,226869
14214,1129,18569,355536
11670,3126,8576,298731
13330,16206,13184,325376
15427,15069,3886,308470
18047,9942,17387,349111
17727,17054,2305,311577
13685,17535,10519,318044
10282,13267,13769,322984
5477,1829,11373,286553
5982,11092,11286,300522
18065,5314,15889,342472
3684,4638,18509,318520
16261,19973,5175,313386
6816,3714,4887,276412
19982,2119,2660,300081
15609,7029,7423,305616
1581,6944,12139,261780
8907,10877,12869,314935
14373,5631,16920,343752
13909,19474,19011,352835
10638,8796,16438,334809
3501,15742,8128,286986
3652,19074,17155,322514
15330,4634,3605,296883
12988,19236,17210,343039
10682,1890,12263,309729
15416,9505,12376,322056
1926,1867,5470,237130
13673,4546,17414,345880
17891,5369,11071,318862
9247,15865,15390,329870
7471,3422,7392,283701
6275,4019,16167,317671
7505,16592,3123,301822
13351,7103,2202,296241
14393,19730,5816,313347
12319,19728,5731,312740
4965,10974,5485,282806
9322,7664,15077,323989
1029,19045,4126,258842
6204,5839,2031,275552
7299,6549,17806,333511
9514,14659,8525,306914
1207,4965,9977,242157
5316,2495,16629,314698
17260,16307,9062,315136
12557,4111,14426,326033
6829,13771,1990,294858
17301,9045,3752,303693
11881,10335,1512,299131
7291,9015,16987,329731
17084,4881,3887,299835
10279,1387,15192,323953
3631,4909,5891,262941
11117,7373,6811,297695
17690,19049,19919,358311
15994,9259,13531,327486
7997,3436,7447,285727
12292,1721,15533,331160
3063,2370,4719,250563
9866,2547,14297,318303
9666,14371,5701,302850
4406,7753,9604,282596
5277,6905,2862,273896
7565,17748,19999,352284
9961,6910,16395,332500
17885,18688,12438,324118
13421,2090,14759,329113
15016,6474,14735,332121
15093,12516,7586,309362
11694,2803,4649,289185
19971,15173,12766,325532
11190,3998,1881,287189
8035,12850,8266,301045
4605,11099,16065,315049
13557,13176,12813,323087
19542,17966,16733,341164
18797,15479,6205,310710
5889,12637,6437,291076
7781,19917,15542,330422
18011,7203,3704,302703
8605,7822,7700,294403
5572,18882,18408,337933
5453,2156,14492,302319
12743,1298,5657,291518
17674,19171,15322,334634
4702,6359,9364,281371
9235,14594,4562,301761
1769,18495,8909,275985
11295,1585,3363,284687
12285,6343,13889,323521
4831,2373,8870,274117
18706,16868,17164,344147
12485,7584,13730,323571
5621,2422,4473,267880
14518,6198,18584,354674
2156,3117,9060,252581
13142,11363,17430,344648
2416,11745,8752,271163
18044,16700,2955,310825
4318,14279,9380,292020
6224,11554,9817,297517
12267,11607,19395,355774
9579,9114,11327,308998
18396,7729,7396,308819
17352,13261,11412,320559
11064,1117,19756,357341
13741,15738,10318,316516
17381,11674,14217,331483
2469,11895,14409,291509
2325,6300,13144,276281
15725,2942,14327,330957
17829,9582,10340,316825
1465,12698,16430,288078
13985,3330,17196,345149
9495,14338,19902,354868
4218,11996,2268,279679
17401,10839,7180,309142
9488,2206,13274,311600
14394,11796,6222,306079
7155,5877,11325,298718
7918,6570,13299,310479
12344,10183,13185,321979
3459,7413,1221,263559
6426,19874,15846,328650
18020,10095,13120,327283
9981,7211,19504,352735
14507,17486,7006,312158
7025,1495,15635,315734
15607,3664,3897,296577
10599,1906,10573,302125
13596,18124,13643,327786
16976,13946,5523,308778
18800,12532,16064,340793
17847,16018,2335,310534
17506,2896,16977,349484
1421,11753,8384,255596
2153,9025,1432,254518
4264,4120,13823,293892
3310,3876,2280,253672
9160,18458,3992,307993
17960,14537,17568,347597
15136,15567,9528,315238
5388,1226,18745,328782
5790,14557,6711,294427
12050,1220,7192,293592
4313,3789,15286,301784
5875,16899,2786,297996
19030,12439,9409,315290
15017,9069,13447,326095
4569,8632,13967,301752
19989,10865,19185,360763
18728,7358,17840,353983
8258,3862,18449,339943
13424,9548,5750,302123
6658,9488,5983,287766
14169,7559,19437,359627
5341,3925,1888,267175
18944,14326,14370,332059
12870,2730,5330,292812
14503,7216,10329,312560
2704,14563,15185,300858
17628,1021,13096,327574
5494,7474,8952,286025
4473,19122,18301,333007
11341,12156,17354,341934
9699,6858,6512,293361
5170,6183,13524,300119
15485,17051,3978,310590
7328,18242,5213,304297
18272,19732,7086,313625
12588,11955,11599,317101
14654,12941,14179,329523
17930,15105,4679,309399
14161,12310,5467,305522
10279,11225,1027,298360
5390,8685,1092,278462
14693,9552,7824,307274
2343,13371,12622,284771
4610,8297,11129,289712
18437,15184,6084,310415
7402,13427,16830,331709
8343,8802,12024,308299
11831,17710,7746,311843
3923,6714,16973,311997
14823,14572,16406,340188
14429,7195,8852,307845
7247,6906,4790,283674
4241,7848,14091,299474
3105,9132,12424,285339
3299,16962,7153,286461
14196,1829,11441,313828
4263,6949,1996,268056
8487,16865,9282,309277
13822,2833,10426,309420
18555,10318,16910,346435
16547,17312,13212,326777
11852,16021,18951,351979
13169,4672,11915,315288
19767,9095,17676,352501
12240,11598,6325,303667
7702,17260,5278,303455
11620,19166,2945,312161
19397,11814,3619,307086
14830,11659,16525,341197
5031,6621,19579,335967
11946,15963,12888,323141
4537,10164,12763,298117
10286,9875,17405,340053
9600,6292,13731,317019
15044,13179,19681,359833
12283,19161,11378,320547
6078,14222,19855,346031
6697,16074,3190,298677
18202,10875,11443,320883
2657,11063,15433,297390
9229,6177,13780,316229
17658,18975,7100,313427
11324,3541,7543,295391
3537,13044,5424,278488
16424,11132,6208,307134
4109,9841,14324,302076
1623,10332,1859,249880
16232,1889,10852,314976
19881,14548,18935,355836
17393,14909,5674,309719
2367,1543,5589,242760
5289,8049,7036,281359
17581,1034,13129,327667
17602,15624,1035,311270
15886,4430,4204,298150
18981,17232,14023,329718
11390,12298,12762,320010
11912,15520,12169,320392
6777,7551,1306,281559
3974,10503,11141,289113
6395,5830,16204,319756
6953,15024,4274,297295
8709,2983,5336,282647
9862,12531,10142,309021
9039,13328,2470,299174
15199,17853,14692,332265
10158,9602,9887,305919
14712,14214,10627,317134
14016,12775,19987,361250
12376,10315,18748,351873
3060,11284,16140,305101
3629,7346,6560,269091
16641,4031,4799,299675
17271,16024,12105,323039
14309,1898,19592,363118
5448,6650,12786,298640
1241,11991,15912,279783
9501,15972,10025,311633
3525,10528,14124,297959
5536,3498,13768,300253
13091,2525,9088,302913
4839,8445,16469,316149
13227,8157,6115,300902
5348,19434,14994,321297
15053,1131,18840,359158
9835,11049,3481,296698
7987,18153,13311,320830
11096,19220,1835,312940
16371,2323,13935,329893
12789,18225,11079,319444
3655,1266,15421,295089
10385,1272,8655,293849
15980,11298,16074,339756
6096,5999,19461,339903
4008,10802,11943,292614
13172,15779,9177,313521
18301,16208,13730,328882
17825,5472,19026,362329
17792,6720,3329,301808
18546,2512,16539,348300
10757,18913,4965,310463
8516,16519,1967,304535
4768,17504,17918,331133
5518,2010,11114,285894
9159,5796,4208,286886
11226,16092,4140,306786
16331,11129,19491,360555
15320,7793,4977,301653
4904,19295,10004,304100
17316,3722,12139,322485
14420,13936,1606,307311
11931,11366,11252,314706
11641,10516,4439,299477
8179,8371,1009,287935
6535,8874,12356,303970
19328,6484,8471,311887
4958,6105,10790,287278
6876,19021,12073,315275
3809,6685,17971,317470
8092,7784,19145,345445
4318,14541,13365,304781
18005,3265,6720,304736
2935,10149,1678,265892
4939,13822,9029,293641
9161,18741,19803,354084
7887,5429,12303,304817
8531,19342,2074,309947
9600,16452,2441,305853
6904,10566,11490,303892
4799,8042,15438,309832
5245,13438,1506,288676
14432,13941,7831,310397
11912,4043,18533,350103
8925,18568,13644,323957
14634,16505,12507,323766
13549,18602,1646,313534
3936,4255,1080,259231
11760,5574,19584,357161
15333,17754,12804,325258
17478,14510,15567,337138
11679,11383,7460,304489
11237,3883,7287,294915
6023,18931,19031,342929
8958,1834,14472,316131
13454,1174,5081,291750
13593,6523,1691,295720
15139,11369,10644,316234
10942,14100,9938,311652
7630,2548,11536,297601
4280,7041,7334,274584
5399,6476,3535,273990
12964,4796,15280,331665
1872,9425,6521,254942
16973,2949,16233,343967
14743,7243,12527,321348
11034,12165,17541,342562
12819,18902,5639,311966
8380,6695,17870,337416
15461,12167,2498,305310
5241,2313,9759,279475
8763,18153,12782,320403
16063,7672,9467,311912
5164,13712,1176,289233
8833,2152,18224,339673
8855,11747,8817,302721
9809,12188,10191,308720
5073,3977,8735,277680
17323,14439,7676,311828
9211,9940,4481,294100
17132,15084,12949,325904
5432,16949,11675,307145
17158,10986,5255,306394
12646,19938,16781,340845
8218,16530,12616,317436
9439,13333,11688,313760
4698,2349,11292,282469
10390,6120,15312,327009
9025,18592,10645,315131
2948,7042,8282,266632
9530,10041,1364,294452
19722,19167,1349,314192
19096,11586,15815,340079
10377,5801,13200,316024
1554,3087,2813,229983
4761,5178,15519,307277
12079,4666,11980,313482
6293,11414,17223,329172
11062,14642,6930,306555
12989,4509,9478,305548
3576,19831,1605,295223
18273,13050,4280,307807
11844,9584,2661,297683
15491,4278,13972,328743
4235,5733,3259,265591
14054,13094,17842,347734
3227,4658,5786,258880
13147,14906,6800,308781
15979,19414,18075,347871
11136,14224,5390,304543
16679,14384,11185,319780
17019,18274,14764,332629
2450,7072,13648,281230
2032,15679,8228,273023
1644,11687,19995,311908
19701,13162,16606,343533
8846,14070,10772,310476
11716,15083,11376,317393
3791,12295,13531,299446
13853,9363,5913,302692
9431,2127,1282,279013
8852,11050,5458,295977
15159,6618,9925,311775
9636,14279,13742,322451
15972,3051,3745,296330
7491,10208,17473,333875
8898,10931,1128,294925
8563,11338,6229,296689
13956,19746,5542,313219
9900,1742,18901,347697
3067,8861,11287,280226
5153,10864,1021,282543
17592,14334,6618,310344
11569,13259,4467,303218
8812,2705,9596,294098
12557,13901,7430,308131
14578,18668,14733,332346
4407,4869,1686,263967
16425,3548,15740,340008
17410,18784,3375,312561
17811,4232,18996,362946
5942,2184,11912,291755
1807,3684,8091,245511
12953,9415,9087,308111
6681,8349,6292,286374
17179,9337,12145,322704
12592,7535,3496,296181
14845,8548,12735,322697
12564,15327,3803,306975
11587,13543,9609,311149
17268,17342,4449,311051
11011,2113,17976,344070
12999,5297,19915,361986
17452,15752,18076,349686
13597,14375,19377,356376
6236,12326,1330,290178
15604,9501,17511,348055
1310,5127,8986,241615
8634,10874,17323,336347
10417,18236,15634,333651
11336,2107,9579,300367
12345,19450,7564,313730
2273,19217,19977,326604
19986,3187,12575,327923
16832,12454,8070,311335
5494,11574,7477,289262
3395,5648,11226,277822
15289,15582,1714,309916
13867,13904,10578,316250
2016,15287,1168,269562
15806,16934,16264,339472
12511,3437,3002,289842
4811,10441,8188,285549
10692,14035,15703,332723
13970,8312,10744,313850
9783,14834,8807,308120
14316,10531,14104,328552
5472,19556,13007,314618
5273,7491,6166,278648
9670,4916,7291,292375
17169,19099,6491,313091
4040,18940,5818,294068
5927,6298,7586,282541
8985,9485,4427,292782
5792,2623,15880,312576
12655,17868,3536,310578
19578,19776,10063,317457
6281,11073,16452,324568
15585,5779,14515,331731
10222,4623,17654,340313
11989,1093,3442,285744
5973,5250,1082,273160
16834,10466,5167,305676
16685,4880,17725,352381
15426,12063,16000,338824
16223,6901,1166,299830
2323,10872,18276,309571
6762,18574,8974,307202
6197,13633,6057,293515
1543,2438,5777,232478
8945,13921,6013,301166
7082,2216,8619,284015
12060,8812,8161,303897
12312,14301,15075,331767
11819,14249,8722,310046
8535,7316,2424,286693
15583,15818,18218,350014
17200,13884,5337,308668
17854,3621,5634,302435
10565,8725,4702,295265
19312,14447,7959,312696
8615,7720,13200,313034
9697,10588,5224,296840
19017,5815,3225,302214
2820,9460,2213,262963
6503,19662,14645,323730
3251,12413,9982,283372
2261,19282,10552,287145
5674,2680,9735,282203
19490,8075,13062,328422
17600,10046,8996,312904
8075,2178,3469,276352
17818,7296,3211,302276
10396,6431,7646,296887
8812,8382,9138,299347
7599,7036,14450,315457
14175,16429,3117,309628
9493,5716,10250,301654
5363,15739,1803,294236
8787,15826,9464,308968
9065,10283,19176,348747
18164,7443,4579,303840
16528,15888,15373,335659
2076,6893,18710,305539
2828,19618,10389,292960
11348,2449,6281,291053
13814,13853,7809,309833
2615,17740,8349,283811
8097,7459,18541,341268
11527,6869,2390,292793
14290,16039,14891,332711
14890,1371,2941,291681
9776,13378,13884,322695
4226,11989,5795,281169
13175,14870,17160,343007
17712,4250,19243,364592
12044,6745,3312,293990
16472,13282,17139,345265
5496,9763,2325,281117
11130,6685,13161,318010
1377,13165,14296,276596
3930,17661,7022,291824
10551,4468,14932,324560
10041,2394,2693,282046
17289,7630,7111,307150
16331,4260,17821,352803
19226,18259,15411,334983
4925,9255,11486,294054
8863,18743,5898,308238
4812,12922,16253,318773
5564,14087,1965,291179
9607,12834,3565,299276
3045,8630,6224,266306
11017,1192,19088,352103
18903,9773,1906,305151
17189,18656,2322,313237
13595,15274,17535,345323
14121,12730,10183,314682
13913,13414,8829,311573
1293,5279,16953,278657
8454,3132,17110,331241
11446,10224,12048,316074
13526,16412,15075,333148
11103,6702,16146,333461
10646,14135,7712,306569
6280,6897,7342,284460
5772,14400,17162,328935
15224,12186,3280,305109
3324,15827,2541,282787
18375,11517,4857,307105
2177,19635,5793,280568
18580,16615,3093,310673
9640,15066,8033,306717
18532,13915,15035,335094
13832,9815,14421,329379
10603,13503,19887,356533
16192,19269,18742,351543
15027,11939,7153,308127
14734,6808,11077,315359
4759,2926,16382,310329
19417,11851,14523,333761
8428,5304,15243,321036
3608,19302,8260,294401
9591,17405,5884,307292
15762,8490,3184,301403
2696,15286,15007,300854
16859,14025,15438,336454
15576,16522,14812,332872
9880,3672,7024,290654
14866,10432,4870,303685
9157,8678,5743,293398
8957,13698,5746,300592
16712,14163,19844,361218
5691,12178,15125,316366
14331,2501,6832,298680
18994,13218,5677,309075
19978,12657,10973,319979
10919,8053,11726,312400
10506,9702,12040,314045
19743,15185,12660,325152
1822,7946,19926,311226
19992,3056,8343,311552
4568,8641,9946,286000
12674,3502,8761,301799
3408,19606,2931,292154
1999,14138,14348,288517
12264,6696,15918,334356
2458,1422,7804,249230
13755,13359,19073,354882
1349,18178,6490,264951
18505,14901,5360,309691
13818,16360,3509,309237
15663,14094,19511,358645
12924,12776,10322,313972
1149,8466,19505,295430
15446,4331,11701,318001
19407,6323,15938,343655
2237,14854,11886,283255
17955,2141,6891,304499
7084,1003,2285,269111
13836,10141,2929,301218
5611,17659,2636,298807
14947,5885,11022,315067
10838,1658,2216,282546
9455,10294,19255,350137
1391,13918,1017,255772
12922,11453,15557,334176
1562,5923,13415,265532
18737,14050,6392,310192
12565,17816,16755,340547
12342,18463,10881,318844
4359,11199,15359,310124
5862,18241,9659,305387
6715,2665,14252,307424
2868,19347,8179,288918
1944,8439,17819,299347
4696,8918,16899,318274
16988,6826,4885,302558
18035,2033,14366,334820
19187,8215,19166,362494
8350,1064,2915,274623
6681,14663,6406,297247
1838,3959,13742,269000
6865,16563,5199,300169
8498,11411,11290,308603
11226,4426,7404,295805
12615,16218,6825,309751
1511,15269,1326,261472
14001,19624,7529,314395
7872,6102,14358,315133
13728,1168,6129,294543
19181,4667,17799,355983
1738,18036,17565,304843
17402,6590,19523,364626
1422,14869,13743,277656
14962,19207,12427,324329
11096,12702,2464,301556
13930,13704,11046,317571
1821,7486,9518,257332
8582,8693,18381,341964
2022,19019,1044,279829
7072,5850,9500,291852
17670,12670,5069,307757
11476,3872,17117,339613
15432,1370,14615,332069
6580,4025,6324,278663
6539,1161,13861,303136
14463,6926,10768,313903
9904,10100,16923,336533
1715,18847,19049,313425
12879,1612,17729,346696
13653,1111,12077,315326
15431,18943,12751,325315
1037,17037,12584,267928
15342,3097,5921,298897
16138,3853,4317,298102
6414,15208,9213,301851
19973,17431,3579,310895
14402,14611,14262,329916
1971,16247,15089,294178
9776,7658,12378,312312
8452,9482,16216,328942
2420,1300,14579,277975
18152,3557,17595,354098
11683,13965,12273,319572
14915,13930,3384,306923
12271,8379,5472,298738
19557,6907,15941,343488
18661,10221,15959,341271
7978,8290,1905,286966
16902,1216,3795,296097
8833,4184,13734,313452
6022,4909,7022,279310
7502,5196,16367,324479
1505,2371,14684,265925
